audio,co2,light,moist,movement,temp,timestamp
23.211549793754,548,23.448949682462,38.43137254902,0,22.265625,1349433307.8018
23.494401885681,547,23.448949682462,38.43137254902,0,22.265625,1349433368.0005
23.176193282263,554,23.448949682462,38.43137254902,0,22.265625,1349433428.3009
22.716558632882,556,23.448949682462,38.43137254902,0,22.265625,1349433488.6016
22.822628167354,558,23.448949682462,38.43137254902,0,22.265625,1349433548.9102
22.716558632882,561,23.448949682462,38.43137254902,0,22.265625,1349433609.2131
22.575132586918,562,23.448949682462,38.039215686275,0,22.265625,1349433669.5138
23.211549793754,562,23.448949682462,38.039215686275,0,22.265625,1349433729.8105
22.398350029464,564,23.448949682462,38.039215686275,0,22.265625,1349433790.139
22.292280494991,562,23.448949682462,38.43137254902,0,22.265625,1349433850.4273
22.080141426046,565,23.448949682462,38.039215686275,0,22.4609375,1349433910.7186
22.610489098409,570,23.448949682462,38.43137254902,0,22.4609375,1349433971.0438
22.292280494991,572,23.937469467513,38.039215686275,0,22.4609375,1349434031.3227
22.115497937537,572,23.448949682462,38.039215686275,0,22.265625,1349434091.6312
22.009428403064,571,23.937469467513,38.039215686275,0,22.4609375,1349434151.9353
21.938715380082,574,23.937469467513,38.039215686275,0,22.265625,1349434212.2397
22.009428403064,576,23.448949682462,38.039215686275,0,22.4609375,1349434272.5268
21.868002357101,580,23.937469467513,38.039215686275,0,22.4609375,1349434332.8429
22.221567472009,583,23.937469467513,38.039215686275,0,22.4609375,1349434393.1353
21.797289334119,588,23.937469467513,38.039215686275,0,22.4609375,1349434453.4479
21.868002357101,591,23.937469467513,38.039215686275,0,22.4609375,1349434513.7548
21.691219799646,595,23.937469467513,38.039215686275,0,22.4609375,1349434574.0425
21.868002357101,600,23.937469467513,38.039215686275,0,22.4609375,1349434634.3476
21.797289334119,604,23.937469467513,38.039215686275,0,22.4609375,1349434694.6474
21.620506776665,602,23.937469467513,38.039215686275,0,22.4609375,1349434754.9564
23.352975839717,606,23.937469467513,38.039215686275,0,22.4609375,1349434815.2477
41.278727165586,607,23.937469467513,38.039215686275,0,22.4609375,1349434875.5606
32.015321154979,608,23.937469467513,37.647058823529,0,22.4609375,1349434935.8569
23.847967000589,611,23.937469467513,38.039215686275,0,22.4609375,1349434996.1884
33.040659988214,616,24.425989252565,38.039215686275,0,22.4609375,1349435056.4676
32.969946965233,614,23.937469467513,38.039215686275,0,22.4609375,1349435117.0088
27.807896287566,611,23.937469467513,38.039215686275,0,22.4609375,1349435177.1815
42.940483205657,614,23.937469467513,38.039215686275,0,22.4609375,1349435237.3657
25.615792575133,614,23.937469467513,38.039215686275,0,22.4609375,1349435297.6664
21.655863288156,613,23.937469467513,38.43137254902,0,22.4609375,1349435357.9857
21.974071891573,611,23.937469467513,38.039215686275,0,22.4609375,1349435418.2815
21.83264584561,615,23.937469467513,38.039215686275,0,22.4609375,1349435478.5786
21.797289334119,615,23.937469467513,38.039215686275,0,22.4609375,1349435538.8899
