audio,co2,light,moist,movement,temp,timestamp
23.777253977608,465,9.2818759159746,36.862745098039,0,23.046875,1349433360.2872
23.565114908662,469,9.7703957010259,36.862745098039,0,22.8515625,1349433420.5911
23.565114908662,469,9.7703957010259,36.862745098039,0,22.8515625,1349433420.5911
23.211549793754,471,9.7703957010259,36.862745098039,0,22.8515625,1349433541.1966
22.999410724808,471,9.7703957010259,36.862745098039,0,22.8515625,1349433601.4976
23.034767236299,471,9.7703957010259,36.470588235294,0,22.8515625,1349433661.8101
23.07012374779,468,9.7703957010259,36.470588235294,0,22.8515625,1349433722.127
23.494401885681,466,9.7703957010259,36.470588235294,0,22.8515625,1349433782.4044
22.539776075427,465,9.7703957010259,36.470588235294,0,22.8515625,1349433842.7083
23.140836770772,468,9.7703957010259,36.470588235294,0,22.8515625,1349433903.0053
23.140836770772,468,9.7703957010259,36.470588235294,0,22.8515625,1349433903.0053
23.352975839717,470,9.7703957010259,36.078431372549,0,22.8515625,1349433963.3197
22.822628167354,467,9.7703957010259,36.470588235294,0,22.8515625,1349434023.6413
23.034767236299,468,9.2818759159746,36.862745098039,0,22.8515625,1349434083.9221
22.893341190336,466,9.7703957010259,36.470588235294,0,22.8515625,1349434144.2174
23.352975839717,470,9.7703957010259,36.470588235294,0,22.8515625,1349434204.5177
22.964054213318,468,9.7703957010259,36.470588235294,0,22.8515625,1349434264.8305
22.822628167354,468,9.7703957010259,36.470588235294,0,22.8515625,1349434325.1376
22.964054213318,466,9.7703957010259,36.470588235294,0,22.8515625,1349434385.4298
23.246906305245,468,9.2818759159746,36.470588235294,0,22.8515625,1349434445.7278
23.034767236299,467,9.7703957010259,36.078431372549,0,22.8515625,1349434506.0429
22.999410724808,468,9.7703957010259,36.078431372549,0,22.8515625,1349434570.4136
22.822628167354,465,9.7703957010259,36.078431372549,0,22.8515625,1349434626.7551
23.105480259281,465,9.7703957010259,36.470588235294,0,22.8515625,1349434686.9746
23.034767236299,464,9.7703957010259,36.470588235294,0,22.8515625,1349434747.2514
22.928697701827,462,9.7703957010259,36.078431372549,0,22.8515625,1349434807.5694
23.600471420153,465,9.7703957010259,36.078431372549,0,22.8515625,1349434867.8566
23.140836770772,468,9.7703957010259,36.078431372549,0,22.8515625,1349434928.1485
23.034767236299,469,9.7703957010259,36.078431372549,0,22.8515625,1349434988.4517
22.751915144372,469,9.7703957010259,36.470588235294,0,22.8515625,1349435048.7569
22.610489098409,461,9.7703957010259,36.470588235294,0,22.8515625,1349435109.0576
23.176193282263,467,9.7703957010259,36.078431372549,0,22.8515625,1349435169.3636
22.681202121391,466,9.7703957010259,36.470588235294,0,22.8515625,1349435229.668
22.857984678845,465,9.7703957010259,36.470588235294,0,22.8515625,1349435289.9603
23.529758397171,464,9.7703957010259,36.470588235294,0,22.8515625,1349435350.2893
22.928697701827,467,9.7703957010259,36.078431372549,0,22.8515625,1349435410.5744
22.964054213318,460,9.7703957010259,36.470588235294,0,22.8515625,1349435470.873
23.529758397171,465,9.7703957010259,36.470588235294,0,22.8515625,1349435531.1794
23.388332351208,465,9.7703957010259,36.078431372549,0,22.8515625,1349435591.4768
23.246906305245,461,9.7703957010259,36.078431372549,0,22.8515625,1349435651.7824
22.751915144372,463,9.7703957010259,36.470588235294,0,22.8515625,1349435712.0806
22.751915144372,463,9.7703957010259,36.470588235294,0,22.8515625,1349435712.0806
23.105480259281,464,9.2818759159746,36.078431372549,0,22.8515625,1349435832.7005
23.140836770772,465,9.7703957010259,36.078431372549,0,22.8515625,1349435892.9932
23.176193282263,463,9.7703957010259,36.078431372549,0,22.8515625,1349435953.2962
23.105480259281,462,9.7703957010259,36.078431372549,0,22.8515625,1349436013.5992
23.352975839717,462,9.7703957010259,35.686274509804,0,22.8515625,1349436073.8938
23.034767236299,464,9.7703957010259,36.078431372549,0,22.8515625,1349436134.2016
23.88332351208,464,9.7703957010259,36.078431372549,0,22.8515625,1349436194.5055
23.352975839717,465,9.7703957010259,36.078431372549,0,22.8515625,1349436254.8179
23.352975839717,462,9.7703957010259,36.078431372549,0,22.8515625,1349436315.102
22.822628167354,462,9.7703957010259,36.078431372549,0,22.8515625,1349436375.4034
23.388332351208,466,9.7703957010259,36.078431372549,0,22.8515625,1349436435.7244
23.635827931644,463,9.7703957010259,35.686274509804,0,22.8515625,1349436496.0151
23.529758397171,459,9.7703957010259,36.078431372549,0,22.8515625,1349436556.326
23.494401885681,462,9.2818759159746,35.686274509804,0,22.8515625,1349436616.6249
23.246906305245,461,9.7703957010259,35.686274509804,0,22.8515625,1349436676.915
23.352975839717,460,9.2818759159746,35.686274509804,0,22.8515625,1349436737.2322
23.211549793754,462,9.7703957010259,35.686274509804,0,22.8515625,1349436797.5256
23.140836770772,463,9.7703957010259,35.686274509804,0,22.8515625,1349436857.8379
23.07012374779,461,9.7703957010259,35.294117647059,0,22.8515625,1349436918.1263
23.140836770772,460,9.7703957010259,36.078431372549,0,22.8515625,1349436978.4323
22.751915144372,462,9.7703957010259,35.294117647059,0,22.8515625,1349437038.7312
23.388332351208,460,9.7703957010259,35.686274509804,0,22.8515625,1349437099.0298
23.246906305245,460,9.7703957010259,35.686274509804,0,22.8515625,1349437159.3352
23.034767236299,459,9.7703957010259,35.686274509804,0,22.8515625,1349437219.6996
22.539776075427,458,9.7703957010259,35.294117647059,0,22.8515625,1349437279.9357
22.751915144372,461,9.7703957010259,34.901960784314,0,22.8515625,1349437340.2381
23.352975839717,462,9.7703957010259,35.294117647059,0,22.8515625,1349437400.5547
